code,name,date,bias1,bias2,bias3,boll,boll_upper,boll_lower,cci,kdj_k,kdj_d,kdj_j,macd_dif,macd_dea,macd_hist,open,high,low,close,settle_price,pct_change,turnover_million,volume,open_interest,rsi1,rsi2,rsi3,ma5,ma10,ma20,wr,mtm,mtmma,obv,po_net_holding_10k,vr,sd,vs_basis,turnover_rate_hs300
IF.CFE,沪深300期货,2011-08-10,-1.71,-3.7,-6.19,1833.6,1962.3,1704.8,-124.18,29.04,24.38,38.36,-36.3313,-21.8933,-28.8759,2838.6,2849.8,2805.0,2807.8,2815.4,0.0014,145720.35,171607.0,19016,17.28,23.25,31.83,180000.0,170000.0,150000.0,65.19,-113.14,-57.58,-8539.020202020201,-3878.0,64.89,63.94,-16.32,0.0038
IF.CFE,沪深300期货,2011-08-11,1.39,-0.86,-3.39,1827.8,1958.1,1697.6,-76.87,39.4,29.39,59.43,-35.3566,-24.586,-21.5413,2790.0,2881.0,2785.2,2879.6,2864.2,0.0228,205836.45,241459.0,18873,43.72,38.22,39.39,210000.0,180000.0,160000.0,41.43,-67.13,-63.34,-8529.737373737375,-4140.0,66.85,62.76,12.68,0.0038
IF.CFE,沪深300期货,2011-08-12,0.97,-1.14,-3.59,1821.6,1953.5,1689.8,-47.32,44.91,34.56,65.6,-35.1197,-26.6927,-16.854,2885.0,2888.0,2857.0,2860.4,2867.2,-0.0013,135260.79,156995.0,15803,39.66,36.16,38.21,210000.0,180000.0,160000.0,46.4,-67.49,-69.09,-8520.454545454546,-3041.0,66.93,60.49,-14.96,0.0037
IF.CFE,沪深300期货,2011-08-15,1.51,0.41,-2.01,1816.1,1946.2,1686.1,-22.15,52.78,40.63,77.08,-32.8102,-27.9162,-9.788,2879.0,2906.2,2860.8,2896.0,2897.8,0.01,113872.85,131681.0,13573,50.01,42.43,41.6,190000.0,180000.0,160000.0,31.47,-55.72,-71.55,-8511.171717171717,-4161.0,78.22,56.87,-21.88,0.0039000000000000003
IF.CFE,沪深300期货,2011-08-16,0.23,-0.2,-2.51,1810.4,1939.9,1680.9,-22.06,54.85,45.37,73.82,-31.9292,-28.7188,-6.4208,2907.4,2919.4,2879.2,2880.0,2886.6,-0.0061,84836.13,97530.0,20036,43.28,39.25,39.87,160000.0,170000.0,160000.0,41.0,-57.6,-74.02,-8501.888888888889,-1791.0,68.23,53.05,-17.58,0.0033
IF.CFE,沪深300期货,2011-08-17,0.09,0.45,-1.79,1806.0,1936.1,1676.0,-10.46,63.79,51.51,88.35,-30.3638,-29.0478,-2.632,2885.6,2916.0,2885.2,2890.6,2893.4,0.0014,134267.28,154412.0,24053,46.66,41.14,40.88,160000.0,170000.0,160000.0,37.26,-48.76,-75.54,-8492.60606060606,-1866.0,73.13,48.97,4.59,0.0025
IF.CFE,沪深300期货,2011-08-18,-1.13,-0.65,-2.9,1799.4,1928.5,1670.3,-53.61,64.08,55.7,80.84,-30.9233,-29.4229,-3.0008,2886.0,2894.6,2832.2,2846.4,2844.2,-0.0162,142677.47,165849.0,27528,35.94,36.05,38.11,140000.0,180000.0,160000.0,38.64,-77.07,-77.87,-8483.323232323233,-2490.0,61.11,46.16,12.15,0.0026
IF.CFE,沪深300期货,2011-08-19,-2.1,-1.72,-3.82,1791.7,1920.5,1662.9,-109.97,57.72,56.37,60.41,-32.9676,-30.1319,-5.6715,2816.6,2824.2,2786.8,2805.8,2805.2,-0.0135,153428.79,182229.0,29673,28.67,32.07,35.78,150000.0,180000.0,160000.0,55.0,-61.31,-79.21,-8474.040404040405,-3689.0,59.9,43.52,-1.86,0.0028000000000000004
IF.CFE,沪深300期货,2011-08-22,-1.96,-2.33,-4.16,1783.2,1909.9,1656.5,-107.39,43.02,51.92,25.21,-35.139,-31.1333,-8.0114,2810.8,2835.0,2765.2,2786.2,2778.8,-0.0068,171630.28,204489.0,30034,25.67,30.31,34.72,160000.0,180000.0,160000.0,64.49,-12.47,-75.63,-8464.757575757576,-3393.0,58.07,45.7,8.41,0.0022
IF.CFE,沪深300期货,2011-08-23,0.0,-0.72,-2.31,1776.2,1897.2,1655.2,-68.96,43.16,49.0,31.48,-34.221,-31.7508,-4.9403,2792.0,2835.0,2781.6,2832.2,2814.2,0.0192,177623.23,211257.0,30330,42.61,38.9,39.16,180000.0,170000.0,170000.0,56.55,0.78,-73.09,-8455.474747474747,-3479.0,71.04,45.0,11.2,0.0021
IF.CFE,沪深300期货,2011-08-24,-0.49,-1.78,-3.06,1768.6,1884.1,1653.0,-63.29,36.38,44.8,19.56,-34.6456,-32.3298,-4.6316,2838.0,2844.8,2794.6,2800.4,2806.0,-0.0049,159184.97,187948.0,30176,35.83,35.59,37.33,190000.0,170000.0,170000.0,77.17,-10.92,-69.83,-8446.191919191919,-2948.0,70.37,44.21,-9.62,0.0022
IF.CFE,沪深300期货,2011-08-25,3.02,2.09,0.98,1764.0,1870.5,1657.5,65.22,56.16,48.59,71.32,-29.1618,-31.6962,5.0687,2812.8,2916.0,2811.2,2912.8,2908.2,0.0381,229936.82,267514.0,33276,61.68,51.5,46.55,210000.0,180000.0,180000.0,4.28,13.46,-65.06,-8436.909090909092,-2925.0,76.27,41.39,8.96,0.0046
IF.CFE,沪深300期货,2011-08-26,1.73,1.37,0.51,1759.6,1857.6,1661.5,79.84,65.41,54.2,87.85,-25.411,-30.4392,10.0563,2905.6,2914.4,2873.0,2894.6,2901.2,-0.0047,182112.74,209822.0,29360,57.2,49.35,45.42,220000.0,180000.0,180000.0,16.08,14.11,-59.27,-8427.626262626263,-3609.0,74.27,39.01,-6.62,0.0029
IF.CFE,沪深300期货,2011-08-29,-0.13,0.17,-0.61,1754.2,1842.8,1665.6,7.01,63.55,57.31,76.02,-24.0735,-29.166,10.185,2879.6,2880.0,2841.6,2855.4,2857.4,-0.0158,177759.44,207234.0,28821,48.17,44.93,43.07,220000.0,190000.0,180000.0,41.5,-31.2,-56.73,-8418.343434343435,-4102.0,64.63,35.22,2.59,0.0028000000000000004
IF.CFE,沪深300期货,2011-08-30,-0.95,-0.49,-1.18,1750.6,1837.9,1663.2,-1.02,57.09,57.24,56.79,-23.8897,-28.1108,8.4422,2870.0,2910.6,2829.0,2831.8,2837.8,-0.009,207296.7,240543.0,30229,43.23,42.44,41.72,220000.0,200000.0,190000.0,55.84,-29.14,-53.55,-8409.060606060606,-4081.0,53.22,32.42,-9.94,0.0027
IF.CFE,沪深300期货,2011-08-31,-0.75,0.2,-0.44,1747.1,1831.6,1662.7,-29.21,56.09,56.86,54.57,-22.7498,-27.0386,8.5775,2835.6,2857.6,2825.8,2846.8,2844.6,0.0032,184356.63,216290.0,29469,47.35,44.57,42.91,230000.0,210000.0,190000.0,45.89,-26.48,-50.78,-8399.777777777777,-4047.0,64.0,28.78,0.02,0.002
IF.CFE,沪深300期货,2011-09-01,-0.82,-0.4,-0.85,1743.0,1823.6,1662.4,-28.72,51.28,55.0,43.84,-22.5044,-26.1317,7.2547,2855.0,2876.8,2818.0,2828.0,2833.0,-0.0058,201392.07,235944.0,30081,42.69,42.42,41.79,220000.0,220000.0,200000.0,58.36,-11.13,-47.93,-8390.494949494949,-3981.0,62.63,23.99,-6.54,0.0019
IF.CFE,沪深300期货,2011-09-02,-0.91,-1.1,-1.36,1738.5,1815.3,1661.7,-77.14,40.83,50.28,21.95,-23.001,-25.5056,5.0091,2821.0,2842.0,2791.0,2808.4,2805.6,-0.0087,187266.3,222157.0,29778,38.02,40.22,40.64,220000.0,220000.0,200000.0,71.35,1.57,-42.42,-8381.212121212122,-4145.0,53.7,23.33,4.55,0.0019
IF.CFE,沪深300期货,2011-09-05,-2.29,-3.08,-3.37,1733.0,1810.8,1655.3,-159.03,28.19,42.91,-1.26,-26.0221,-25.6089,-0.8264,2792.8,2795.0,2743.4,2748.4,2753.0,-0.0204,152674.67,184469.0,31310,27.11,34.27,37.35,220000.0,220000.0,200000.0,97.1,-22.86,-38.07,-8371.929292929293,-4135.0,53.34,26.41,4.58,0.002
IF.CFE,沪深300期货,2011-09-06,-2.02,-3.16,-3.61,1727.0,1803.3,1650.6,-178.41,22.88,36.24,-3.83,-28.6328,-26.2137,-4.8382,2740.0,2747.2,2712.2,2737.2,2726.6,-0.0057,163313.55,199381.0,32255,25.48,33.27,36.77,210000.0,220000.0,190000.0,87.73,-57.44,-36.0,-8362.646464646465,-4539.0,52.5,30.11,13.9,0.0019
IF.CFE,沪深300期货,2011-09-07,-0.13,-1.7,-2.17,1722.3,1795.0,1649.7,-103.11,25.77,32.75,11.82,-28.4803,-26.667,-3.6266,2740.2,2785.6,2728.0,2776.0,2774.0,0.0181,185622.13,224467.0,33146,40.43,39.91,40.13,210000.0,220000.0,200000.0,68.69,-14.75,-31.08,-8353.363636363636,-5707.0,55.98,31.21,-3.09,0.0021
IF.CFE,沪深300期货,2011-09-08,-0.15,-1.66,-2.43,1717.5,1786.2,1648.7,-82.6,25.61,30.37,16.11,-28.6923,-27.0721,-3.2405,2780.0,2788.8,2756.0,2762.4,2763.6,-0.0042,144773.92,173979.0,30845,37.28,38.44,39.37,200000.0,210000.0,190000.0,75.17,-90.94,-32.27,-8344.080808080807,-3260.0,55.54,31.82,6.3,0.0017000000000000001
IF.CFE,沪深300期货,2011-09-09,-0.17,-1.59,-2.66,1712.3,1775.9,1648.6,-82.27,23.43,28.06,14.17,-29.1295,-27.4836,-3.292,2776.2,2806.0,2737.4,2750.0,2747.4,-0.0049,201803.72,243189.0,29822,34.36,37.09,38.67,210000.0,210000.0,200000.0,80.95,-87.43,-33.27,-8334.79797979798,-4006.0,55.22,33.07,-1.09,0.0017000000000000001
IF.CFE,沪深300期货,2011-09-13,-0.98,-2.1,-3.3,1708.0,1773.8,1642.1,-125.54,20.08,25.4,9.45,-30.4521,-28.0773,-4.7497,2713.8,2728.0,2699.0,2722.8,2722.6,-0.009,135063.99,165873.0,26073,28.48,34.21,37.15,200000.0,210000.0,200000.0,88.75,-80.18,-34.49,-8325.515151515152,-5393.0,44.54,33.66,2.52,0.0017000000000000001
IF.CFE,沪深300期货,2011-09-14,-0.65,-1.46,-2.77,1706.2,1775.6,1636.8,-104.14,22.78,24.53,19.3,-30.7651,-28.6148,-4.3005,2728.0,2742.6,2673.2,2730.6,2720.6,0.0029,166957.52,205074.0,16501,32.45,35.77,37.88,200000.0,210000.0,210000.0,71.81,-61.19,-34.67,-8316.232323232323,-4755.0,53.68,34.23,-2.51,0.0019
IF.CFE,沪深300期货,2011-09-15,-0.47,-1.22,-2.67,1703.7,1776.8,1630.7,-71.35,25.46,24.84,26.71,-30.9196,-29.0758,-3.6877,2746.6,2762.6,2727.0,2730.8,2737.0,0.0037,158461.43,192539.0,26417,31.02,35.14,37.57,200000.0,200000.0,210000.0,74.45,-73.52,-35.91,-8306.949494949495,-4715.0,43.14,33.89,1.75,0.002
IF.CFE,沪深300期货,2011-09-16,-0.07,-0.71,-2.31,1701.7,1777.7,1625.7,-62.45,31.13,26.94,39.52,-30.4765,-29.3559,-2.2412,2750.4,2761.8,2729.6,2735.2,2734.8,-0.0007,155966.21,189374.0,30154,33.87,36.14,38.0,200000.0,200000.0,210000.0,66.59,-59.5,-35.03,-8297.666666666666,-3883.0,51.4,34.49,1.21,0.0018
IF.CFE,沪深300期货,2011-09-19,-1.88,-2.61,-4.45,1696.4,1777.9,1614.8,-140.94,20.85,24.91,12.73,-32.988,-30.0823,-5.8112,2710.0,2712.8,2668.2,2668.6,2682.8,-0.0242,120976.51,149785.0,31582,19.35,28.83,34.22,180000.0,190000.0,210000.0,99.72,-87.83,-36.35,-8288.38383838384,-4665.0,45.0,38.7,-10.67,0.0018
IF.CFE,沪深300期货,2011-09-20,-0.39,-1.12,-3.01,1692.4,1776.0,1608.7,-111.83,22.45,24.09,19.18,-32.8468,-30.6352,-4.4231,2673.6,2706.6,2667.6,2704.6,2692.2,0.0081,158814.5,197071.0,31555,36.9,36.41,37.72,190000.0,190000.0,210000.0,74.33,-29.83,-37.22,-8279.10101010101,-3973.0,52.61,40.5,14.76,0.0016
IF.CFE,沪深300期货,2011-09-21,1.63,1.02,-0.7,1689.0,1768.7,1609.3,-19.68,37.58,28.59,55.58,-29.4351,-30.3952,1.9202,2698.0,2785.2,2676.0,2765.4,2772.6,0.0272,228487.83,278252.0,34448,56.21,46.86,43.05,200000.0,200000.0,210000.0,32.16,13.63,-36.58,-8269.818181818182,-4175.0,56.53,39.97,-5.61,0.0036
IF.CFE,沪深300期货,2011-09-22,-1.0,-1.59,-3.39,1684.3,1765.4,1603.1,-83.37,28.94,28.7,29.41,-30.3258,-30.3813,0.1111,2740.0,2759.8,2680.6,2684.4,2694.0,-0.0318,184662.92,225960.0,31992,37.74,37.83,38.47,210000.0,200000.0,210000.0,88.35,-58.71,-38.97,-8260.535353535353,-4907.0,55.47,42.05,-1.29,0.003
IF.CFE,沪深300期货,2011-09-23,-1.11,-1.82,-3.54,1679.0,1760.8,1597.1,-163.45,28.43,28.61,28.07,-31.4578,-30.5966,-1.7224,2641.6,2694.8,2624.0,2668.2,2660.4,-0.0096,244633.51,306868.0,29434,34.99,36.3,37.64,230000.0,220000.0,210000.0,76.46,-60.26,-42.65,-8251.252525252525,-4454.0,53.41,39.58,-1.28,0.0027
IF.CFE,沪深300期货,2011-09-26,-2.99,-3.6,-5.31,1673.2,1763.3,1583.2,-184.42,19.65,25.62,7.69,-35.0092,-31.4791,-7.0602,2649.0,2685.6,2601.6,2605.4,2612.4,-0.0207,214859.1,271018.0,31869,26.11,31.01,34.6,260000.0,220000.0,220000.0,97.93,-90.66,-47.89,-8241.969696969698,-4018.0,52.37,40.41,-5.52,0.0025
IF.CFE,沪深300期货,2011-09-27,-0.98,-1.73,-3.38,1669.5,1763.6,1575.3,-125.68,21.56,24.27,16.13,-35.3325,-32.2498,-6.1653,2634.8,2662.0,2618.0,2648.2,2646.8,0.0137,198912.16,251326.0,30703,38.81,37.76,38.15,270000.0,230000.0,220000.0,74.62,-48.39,-48.75,-8232.68686868687,-4657.0,53.54,39.53,10.32,0.0022
IF.CFE,沪深300期货,2011-09-28,-1.0,-2.4,-4.08,1665.4,1765.6,1565.2,-125.32,17.46,22.0,8.38,-36.6079,-33.1214,-6.9729,2648.0,2661.4,2602.2,2618.6,2613.2,-0.0107,179550.77,227194.0,30460,33.96,35.16,36.71,260000.0,230000.0,220000.0,90.74,-70.96,-50.84,-8223.40404040404,-4638.0,52.93,40.28,8.01,0.0022
IF.CFE,沪深300期货,2011-09-29,-0.86,-2.39,-4.08,1660.1,1764.6,1555.5,-134.75,15.62,19.87,7.12,-37.758,-34.0487,-7.4185,2599.8,2626.0,2582.6,2606.8,2603.4,-0.0024,200921.27,257025.0,31795,32.05,34.14,36.14,260000.0,240000.0,220000.0,88.06,-74.82,-53.26,-8214.121212121212,-5482.0,42.06,39.57,18.62,0.0024
IF.CFE,沪深300期货,2011-09-30,-1.47,-3.1,-4.9,1654.6,1766.5,1542.8,-136.22,10.63,16.79,-1.69,-39.9135,-35.2217,-9.3837,2608.8,2614.6,2570.4,2571.8,2588.2,-0.0121,151769.05,194766.0,29095,26.7,31.21,34.49,240000.0,240000.0,220000.0,99.35,-98.6,-57.63,-8204.838383838383,-5506.0,42.24,40.6,-9.55,0.002
IF.CFE,沪深300期货,2011-10-10,-1.33,-2.88,-4.61,1646.5,1756.8,1536.2,-121.32,7.98,13.86,-3.76,-41.3304,-36.4434,-9.774,2600.0,2604.0,2562.0,2568.0,2569.4,-0.0078,122972.62,158979.0,33522,26.13,30.9,34.32,220000.0,240000.0,210000.0,97.31,-60.7,-60.75,-8195.555555555557,-4582.0,42.79,41.43,10.92,0.0018
IF.CFE,沪深300期货,2011-10-11,-1.17,-2.87,-4.79,1638.4,1747.8,1529.1,-101.52,7.81,11.84,-0.26,-42.6627,-37.6873,-9.9508,2644.0,2650.0,2537.0,2553.6,2550.6,-0.0061,183959.52,237122.0,34691,23.82,29.67,33.63,220000.0,240000.0,220000.0,93.31,-91.12,-64.16,-8186.272727272727,-5703.0,42.83,44.41,1.61,0.0029
IF.CFE,沪深300期货,2011-10-12,1.86,0.73,-1.55,1633.2,1738.0,1528.4,-59.22,26.23,16.64,45.41,-39.2924,-38.0083,-2.5681,2542.4,2650.6,2533.4,2635.2,2640.8,0.0332,260688.16,333517.0,31116,52.4,43.59,40.63,240000.0,250000.0,220000.0,55.04,-78.57,-65.22,-8176.989898989899,-4969.0,46.05,43.96,-9.56,0.0042
IF.CFE,沪深300期货,2011-10-13,2.23,1.59,-0.59,1628.9,1729.3,1528.6,14.59,44.03,25.77,80.55,-35.2702,-37.4607,4.381,2642.0,2669.8,2630.2,2654.6,2652.4,0.0052,198522.25,249558.0,25346,57.0,46.34,42.14,230000.0,250000.0,230000.0,24.91,-17.98,-65.38,-8167.707070707071,-2779.0,56.55,41.42,-8.0,0.0038
IF.CFE,沪深300期货,2011-10-14,1.65,1.71,-0.31,1624.4,1717.8,1531.0,21.68,59.46,37.0,104.39,-31.6207,-36.2927,9.344,2659.4,2669.2,2633.2,2656.6,2653.6,0.0016,171250.98,215399.0,23596,57.51,46.64,42.3,240000.0,240000.0,230000.0,19.05,-7.0,-61.18,-8158.424242424243,-3690.0,67.25,39.05,2.82,0.0024
IF.CFE,沪深300期货,2011-10-17,1.17,1.75,0.12,1620.4,1707.2,1533.7,53.17,67.28,47.09,107.65,-28.0737,-34.6489,13.1504,2666.8,2690.2,2650.4,2663.4,2660.4,0.0037,158054.63,197569.0,19498,59.47,47.7,42.85,250000.0,230000.0,230000.0,17.09,35.0,-55.06,-8149.141414141414,-5013.0,77.96,36.86,-3.55,0.0023
IF.CFE,沪深300期货,2011-10-18,-1.76,-0.69,-2.23,1615.3,1698.6,1532.0,-43.53,57.78,50.65,72.02,-28.3059,-33.3803,10.1489,2639.8,2647.8,2586.2,2594.2,2597.4,-0.0249,117045.54,148901.0,14361,38.08,39.08,38.89,230000.0,220000.0,220000.0,61.22,-32.58,-52.68,-8139.858585858586,-4395.0,79.29,36.54,1.99,0.0025
IF.CFE,沪深300期货,2011-10-19,-1.68,-0.85,-2.23,1611.5,1695.1,1527.8,-56.03,49.91,50.41,48.92,-28.5119,-32.4066,7.7894,2604.0,2627.8,2580.4,2586.0,2588.8,-0.0044,159064.43,203958.0,24244,36.44,38.3,38.5,200000.0,220000.0,220000.0,65.82,-19.07,-50.57,-8130.575757575758,-5252.0,67.06,35.61,2.92,0.002
IF.CFE,沪深300期货,2011-10-20,-3.07,-2.91,-4.19,1606.4,1694.8,1518.0,-183.09,36.95,45.92,19.0,-31.3147,-32.1882,1.747,2568.0,2569.6,2504.0,2524.4,2524.2,-0.0249,173733.69,228747.0,28168,25.28,32.25,35.36,200000.0,220000.0,230000.0,88.98,-49.13,-49.35,-8121.292929292929,-4742.0,65.92,37.0,3.87,0.0025
IF.CFE,沪深300期货,2011-10-21,-2.18,-2.84,-3.92,1600.4,1689.7,1511.1,-159.08,27.73,39.86,3.47,-33.3079,-32.4122,-1.7915,2531.2,2546.0,2515.0,2521.2,2521.4,-0.0012,174248.12,229761.0,32834,24.8,31.96,35.2,200000.0,220000.0,230000.0,90.71,-29.95,-47.88,-8112.010101010101,-4823.0,66.19,37.19,13.32,0.0019
IF.CFE,沪深300期货,2011-10-24,0.63,-0.75,-1.65,1596.0,1682.2,1509.7,-74.6,31.52,37.08,20.4,-31.8318,-32.2961,0.9286,2535.0,2598.4,2511.2,2576.4,2581.6,0.0218,226270.32,295585.0,37628,45.82,41.69,39.96,220000.0,230000.0,240000.0,60.9,5.67,-43.2,-8102.727272727273,-7114.0,79.56,37.18,-0.27,0.0029
IF.CFE,沪深300期货,2011-10-25,2.18,0.73,0.25,1592.9,1674.8,1511.0,29.54,42.25,38.8,49.16,-28.1167,-31.4602,6.6871,2580.4,2646.6,2564.4,2622.0,2628.2,0.0156,231558.3,296248.0,33092,57.57,48.35,43.54,250000.0,240000.0,240000.0,36.27,41.88,-39.62,-8093.444444444444,-5721.0,82.57,35.22,-3.43,0.0037
IF.CFE,沪深300期货,2011-10-26,3.15,2.19,2.01,1591.4,1670.6,1512.2,105.81,56.76,44.79,80.7,-22.9208,-29.7523,13.663,2628.2,2683.6,2622.6,2662.8,2663.4,0.0132,225345.68,282652.0,33347,65.58,53.53,46.51,270000.0,230000.0,240000.0,14.24,17.27,-39.43,-8084.161616161617,-4341.0,98.12,29.13,11.15,0.0046
IF.CFE,沪深300期货,2011-10-27,2.46,2.6,2.52,1590.0,1666.1,1513.9,110.08,68.77,52.78,100.74,-17.9628,-27.3944,18.8633,2668.8,2679.6,2654.0,2675.8,2665.4,0.0047,168562.82,210728.0,35266,67.9,55.1,47.43,260000.0,230000.0,240000.0,7.22,13.42,-35.83,-8074.878787878788,-4360.0,98.87,28.78,18.32,0.0031
IF.CFE,沪深300期货,2011-10-28,2.08,3.46,3.49,1589.4,1663.8,1515.0,144.71,73.35,59.64,100.77,-12.5637,-24.4283,23.7291,2698.0,2745.2,2688.4,2703.0,2710.2,0.0141,208154.61,256011.0,33050,72.55,58.3,49.33,270000.0,240000.0,240000.0,17.5,28.63,-31.38,-8065.595959595959,-4821.0,113.89,30.5,-6.02,0.0045000000000000005
IF.CFE,沪深300期货,2011-10-31,0.84,2.98,2.96,1588.4,1660.2,1516.7,99.15,75.13,64.8,95.78,-8.6336,-21.2693,25.2715,2703.0,2710.8,2679.4,2693.8,2693.2,-0.0061,143294.15,177245.0,31678,68.52,56.81,48.71,240000.0,230000.0,230000.0,21.31,18.97,-25.9,-8056.313131313132,-3825.0,99.98,32.42,-1.51,0.0032
IF.CFE,沪深300期货,2011-11-01,0.08,2.34,2.61,1588.9,1661.3,1516.5,90.59,75.32,68.31,89.35,-5.8027,-18.176,24.7466,2685.0,2734.6,2677.0,2686.6,2692.6,-0.0025,213034.94,262698.0,31990,65.13,55.59,48.21,240000.0,240000.0,230000.0,24.3,56.38,-20.66,-8047.030303030303,-3916.0,82.7,33.55,-10.93,0.0034999999999999996
IF.CFE,沪深300期货,2011-11-02,2.58,5.02,5.74,1590.6,1669.1,1512.1,120.16,83.3,73.3,103.29,0.8345,-14.3739,30.4169,2670.0,2779.0,2656.0,2777.0,2744.0,0.0313,236099.47,291665.0,35339,80.03,65.67,54.32,240000.0,250000.0,240000.0,0.73,115.3,-11.35,-8037.747474747475,-3611.0,99.17,39.81,34.61,0.0040999999999999995
IF.CFE,沪深300期货,2011-11-03,0.95,3.03,4.33,1590.2,1667.2,1513.3,121.78,84.18,76.93,98.69,4.5998,-10.5792,30.3579,2771.0,2786.0,2741.0,2747.4,2754.6,0.0012,217346.11,261952.0,33103,68.52,60.75,52.21,250000.0,260000.0,240000.0,14.05,134.62,-0.88,-8028.464646464647,-3016.0,100.73,42.89,3.1,0.0054
IF.CFE,沪深300期货,2011-11-04,1.37,3.02,4.91,1592.3,1675.3,1509.3,118.07,86.3,80.05,98.8,8.7397,-6.7154,30.9102,2780.2,2795.0,2753.6,2773.2,2768.0,0.0068,219183.47,263555.0,34532,72.64,63.36,53.84,250000.0,260000.0,240000.0,7.68,152.12,11.66,-8019.181818181818,-4014.0,121.46,45.83,9.45,0.0039000000000000003
IF.CFE,沪深300期货,2011-11-07,0.28,1.69,3.87,1594.3,1681.7,1507.0,87.37,83.25,81.12,87.51,11.0361,-3.1651,28.4024,2760.2,2773.6,2738.4,2755.6,2747.4,-0.0045,159950.51,193648.0,34604,65.62,60.37,52.57,250000.0,250000.0,240000.0,17.09,108.18,20.1,-8009.89898989899,-4806.0,103.97,46.86,19.35,0.0029
IF.CFE,沪深300期货,2011-11-08,-0.65,0.71,2.96,1597.5,1687.5,1507.6,70.38,76.07,79.44,69.33,12.0065,-0.1308,24.2745,2752.0,2769.0,2732.2,2741.0,2739.0,-0.0023,186451.52,226254.0,35409,59.86,57.9,51.51,250000.0,240000.0,240000.0,31.32,71.84,28.25,-8000.616161616162,-7641.0,104.01,46.03,13.29,0.003
IF.CFE,沪深300期货,2011-11-09,-0.18,0.65,3.0,1599.9,1693.0,1506.7,60.22,72.77,77.22,63.89,12.967,2.4888,20.9564,2755.2,2768.0,2714.0,2748.0,2745.6,0.0033,204687.81,248857.0,34327,61.79,58.78,51.99,240000.0,240000.0,240000.0,33.33,51.43,34.75,-7991.333333333333,-9017.0,124.46,47.24,-3.65,0.003
IF.CFE,沪深300期货,2011-11-10,-1.56,-1.16,1.15,1601.8,1695.3,1508.3,13.35,59.31,71.25,35.43,11.3085,4.2527,14.1115,2715.0,2733.6,2700.0,2701.0,2708.2,-0.0162,184752.37,226598.0,30354,44.54,50.95,48.61,230000.0,240000.0,240000.0,67.63,15.21,36.41,-7982.050505050505,-7233.0,122.91,47.4,1.41,0.0032
IF.CFE,沪深300期货,2011-11-11,-1.23,-1.36,0.84,1603.9,1697.1,1510.6,-16.8,48.8,63.76,18.86,9.572,5.3166,8.5109,2707.6,2725.0,2691.8,2694.6,2700.4,-0.005,132725.94,163246.0,28823,42.6,49.96,48.17,210000.0,230000.0,230000.0,72.23,-5.07,36.51,-7972.767676767677,-7762.0,122.7,47.46,-0.4,0.0023
IF.CFE,沪深300期货,2011-11-14,0.91,0.53,2.82,1608.1,1701.4,1514.7,52.74,55.6,61.04,44.72,10.8762,6.4285,8.8953,2720.0,2766.2,2718.0,2752.2,2752.2,0.0192,160781.96,195172.0,26157,60.98,57.97,52.27,210000.0,230000.0,230000.0,30.79,35.25,36.52,-7963.484848484849,-7811.0,143.63,48.63,2.01,0.0029
IF.CFE,沪深300期货,2011-11-15,0.49,-0.09,2.1,1612.1,1704.0,1520.2,40.57,52.83,58.3,41.88,11.2154,7.3859,7.6591,2745.2,2757.0,2734.0,2740.6,2742.4,-0.0042,102790.61,124833.0,19958,56.6,56.0,51.42,190000.0,220000.0,230000.0,39.14,32.6,39.78,-7954.20202020202,-7269.0,122.68,47.84,-4.08,0.0026
IF.CFE,沪深300期货,2011-11-16,-1.34,-2.06,-0.44,1615.0,1702.2,1527.8,-99.46,39.95,52.19,15.48,8.2784,7.5644,1.428,2753.6,2757.8,2663.2,2682.8,2672.0,-0.0217,137297.19,169413.0,27809,38.38,46.51,47.0,180000.0,210000.0,230000.0,85.81,-60.52,37.7,-7944.919191919192,-6567.0,105.2,45.8,12.68,0.0034999999999999996
IF.CFE,沪深300期货,2011-11-17,-1.35,-2.02,-0.95,1615.8,1702.4,1529.2,-132.88,30.4,44.93,1.36,5.5755,7.1666,-3.1822,2682.0,2696.2,2669.4,2676.4,2675.0,0.0016,132655.76,164980.0,32404,36.96,45.67,46.58,160000.0,200000.0,230000.0,90.44,-46.51,37.84,-7935.636363636364,-6668.0,91.22,39.57,14.38,0.0022
IF.CFE,沪深300期货,2011-11-18,-2.92,-3.59,-3.28,1614.8,1702.7,1527.0,-203.42,21.92,37.26,-8.76,0.5788,5.849,-10.5405,2661.0,2662.0,2609.6,2617.8,2619.4,-0.0214,169719.2,214813.0,38714,26.24,38.66,42.93,170000.0,190000.0,230000.0,95.18,-97.38,34.46,-7926.353535353535,-7291.0,78.09,33.28,11.31,0.0027
IF.CFE,沪深300期货,2011-11-21,-2.02,-3.22,-3.49,1613.7,1702.9,1524.6,-184.47,17.6,30.7,-8.61,-3.5444,3.9704,-15.0295,2615.8,2621.2,2597.8,2613.6,2608.2,-0.0022,110193.67,140709.0,41616,25.6,38.2,42.68,160000.0,190000.0,220000.0,91.1,-89.28,29.72,-7917.070707070708,-8192.0,78.31,31.25,3.91,0.0018
